model_name,storage_cost_bytes,prompt_len_theta,retrieval_cost_ms,original_sentence,reconstructed_sentence,is_perfect,semantic_similarity,is_semantically_equivalent
gpt2-medium_pruned_20,1419398987,10,3787.1384620666504,"M @-@ 82 begins at a junction with M @-@ 120 and B @-@ 96 west of Fremont . This junction is at a tripoint of county lines . M @-@ 120 forms the north – south Newaygo – Oceana and Newaygo – Muskegon county lines . B @-@ 96 , which forms the east – west Oceana – Muskegon county line runs due west of the intersection . M @-@ 82 exits the intersection to the east . The highway runs along 48th Street through rural farms into the community of Fremont . The road , now called Main Street , passes through the downtown area and M @-@ 82 turns south along Stewart Avenue out of town . The highway rounds a curve and transitions to 72nd Street running eastward through more farm land . As the trunkline approaches Newaygo , the terrain becomes more wooded near the Muskegon River . M @-@ 82 follows Fremont Street east to a junction with M @-@ 37 . The two highways merge and run concurrently over the river and into downtown on State Street . South of downtown , M @-@ 82 turns east again , independent of M @-@ 37 , and runs along 82nd Street on the southern edge of the Manistee National Forest . The east end of M @-@ 82 is at exit 118 on US 131 / M @-@ 46 west of Howard City .","M @-@ 82 begins at a junction with I @-@ 96 in the town of Westlake , and heads north through the town of Westlake , through the town of Westlake , and through the town of Westlake . The highway passes through the town of Westlake , and then through the town of Westlake , and then through the town of Westlake . The highway continues north through the town of Westlake , and then through the town of Westlake , and then through the town of Westlake . The highway continues north through the town of Westlake , and then through the town of Westlake , and then through the town of Westlake . The highway continues north through the town of Westlake , and then through the town of Westlake , and then through the town of Westlake . The highway continues north through the town of Westlake , and then through the town of Westlake , and then through the town of Westlake . The highway continues north through the town of Westlake , and then through the town of Westlake , and then through the town of Westlake . The highway continues north through the town of Westlake , and then through the town of Westlake , and then through the town of Westlake . The highway continues north through the town of Westlake , and then through the town of Westlake , and then through the town of Westlake . The highway continues north through the town of Westlake , and then through the town of Westlake , and",False,0.6243033409118652,False
gpt2-medium_pruned_20,1419398987,20,3650.7961750030518,"M @-@ 82 begins at a junction with M @-@ 120 and B @-@ 96 west of Fremont . This junction is at a tripoint of county lines . M @-@ 120 forms the north – south Newaygo – Oceana and Newaygo – Muskegon county lines . B @-@ 96 , which forms the east – west Oceana – Muskegon county line runs due west of the intersection . M @-@ 82 exits the intersection to the east . The highway runs along 48th Street through rural farms into the community of Fremont . The road , now called Main Street , passes through the downtown area and M @-@ 82 turns south along Stewart Avenue out of town . The highway rounds a curve and transitions to 72nd Street running eastward through more farm land . As the trunkline approaches Newaygo , the terrain becomes more wooded near the Muskegon River . M @-@ 82 follows Fremont Street east to a junction with M @-@ 37 . The two highways merge and run concurrently over the river and into downtown on State Street . South of downtown , M @-@ 82 turns east again , independent of M @-@ 37 , and runs along 82nd Street on the southern edge of the Manistee National Forest . The east end of M @-@ 82 is at exit 118 on US 131 / M @-@ 46 west of Howard City .","M @-@ 82 begins at a junction with M @-@ 120 and B @-@ 4 , and heads north through the village of West End , through the village of West End , and through the village of West End . The highway passes through the village of West End , and then through the village of West End . The highway continues through the village of West End , and then through the village of West End . The highway passes through the village of West End , and then through the village of West End . The highway continues through the village of West End , and then through the village of West End . The highway passes through the village of West End , and then through the village of West End . The highway continues through the village of West End , and then through the village of West End . The highway passes through the village of West End , and then through the village of West End . The highway continues through the village of West End , and then through the village of West End . The highway passes through the village of West End , and then through the village of West End . The highway continues through the village of West End , and then through the village of West End . The highway passes through the village of West End , and then through the village of West End . The highway passes through the village of West End , and then through the village of West End . The highway passes through the village of West End , and then through the village of West End . The highway passes through the",False,0.5499211549758911,False
gpt2-medium_pruned_20,1419398987,40,3384.786605834961,"M @-@ 82 begins at a junction with M @-@ 120 and B @-@ 96 west of Fremont . This junction is at a tripoint of county lines . M @-@ 120 forms the north – south Newaygo – Oceana and Newaygo – Muskegon county lines . B @-@ 96 , which forms the east – west Oceana – Muskegon county line runs due west of the intersection . M @-@ 82 exits the intersection to the east . The highway runs along 48th Street through rural farms into the community of Fremont . The road , now called Main Street , passes through the downtown area and M @-@ 82 turns south along Stewart Avenue out of town . The highway rounds a curve and transitions to 72nd Street running eastward through more farm land . As the trunkline approaches Newaygo , the terrain becomes more wooded near the Muskegon River . M @-@ 82 follows Fremont Street east to a junction with M @-@ 37 . The two highways merge and run concurrently over the river and into downtown on State Street . South of downtown , M @-@ 82 turns east again , independent of M @-@ 37 , and runs along 82nd Street on the southern edge of the Manistee National Forest . The east end of M @-@ 82 is at exit 118 on US 131 / M @-@ 46 west of Howard City .","M @-@ 82 begins at a junction with M @-@ 120 and B @-@ 96 west of Fremont . This junction is at a tripoint of county lines . M @-@ 82 heads north and follows the western edge of the county line to the intersection with M @-@ 120 . The intersection is a two @-@ lane divided highway , with a median of about 2 @.@ 5 feet ( 0 @.@ 8 m ) . The highway is maintained by the California Highway Patrol . 
 
 
 
 
 
 
 
 
 
 
 
  
  
  
  
  
  
   
   
                                                                                                                                                ",False,0.74067223072052,False
gpt2-medium_pruned_20,1419398987,100,2599.421739578247,"M @-@ 82 begins at a junction with M @-@ 120 and B @-@ 96 west of Fremont . This junction is at a tripoint of county lines . M @-@ 120 forms the north – south Newaygo – Oceana and Newaygo – Muskegon county lines . B @-@ 96 , which forms the east – west Oceana – Muskegon county line runs due west of the intersection . M @-@ 82 exits the intersection to the east . The highway runs along 48th Street through rural farms into the community of Fremont . The road , now called Main Street , passes through the downtown area and M @-@ 82 turns south along Stewart Avenue out of town . The highway rounds a curve and transitions to 72nd Street running eastward through more farm land . As the trunkline approaches Newaygo , the terrain becomes more wooded near the Muskegon River . M @-@ 82 follows Fremont Street east to a junction with M @-@ 37 . The two highways merge and run concurrently over the river and into downtown on State Street . South of downtown , M @-@ 82 turns east again , independent of M @-@ 37 , and runs along 82nd Street on the southern edge of the Manistee National Forest . The east end of M @-@ 82 is at exit 118 on US 131 / M @-@ 46 west of Howard City .","M @-@ 82 begins at a junction with M @-@ 120 and B @-@ 96 west of Fremont . This junction is at a tripoint of county lines . M @-@ 120 forms the north – south Newaygo – Oceana and Newaygo – Muskegon county lines . B @-@ 96 , which forms the east – west Oceana – Muskegon county line runs due west of the intersection . M @-@ 82 exits the intersection at the intersection with M @-@ 120 . 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
  
  
   
                                                                                                                   ",False,0.8967442512512207,False
gpt2-medium_pruned_20,1419398987,5,2125.8368492126465,"The Michigan Department of Transportation ( MDOT ) , as a part of its maintenance responsibilities , tracks the volume of traffic using its roadways . These levels are expressed in terms of a metric called average annual daily traffic ( AADT ) , which is a calculation of the traffic along a segment of road for any average day of the year . In 2009 , the department 's measurements indicated that a segment of M @-@ 82 west of Fremont had the peak volume for the highway at 16 @,@ 532 vehicles daily . The traffic nadir was 4 @,@ 018 vehicles east of Newaygo . In addition , MDOT has not had any section of the highway listed on the National Highway System , a network of roads important to the country 's economy , defense , and mobility .","The Michigan Department of Transportation ( MDOT ) is responsible for the design and construction of the state 's highways . MDOT 's primary responsibility is to maintain the state highways , which are maintained by the Michigan Department of Transportation ( MDOT ) . MDOT 's primary responsibility is to maintain the state highways , which are maintained by the Michigan Department of Transportation ( MDOT ) . 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
  
  
   
                                ",False,0.6706956028938293,False
gpt2-medium_pruned_20,1419398987,10,2068.4571266174316,"The Michigan Department of Transportation ( MDOT ) , as a part of its maintenance responsibilities , tracks the volume of traffic using its roadways . These levels are expressed in terms of a metric called average annual daily traffic ( AADT ) , which is a calculation of the traffic along a segment of road for any average day of the year . In 2009 , the department 's measurements indicated that a segment of M @-@ 82 west of Fremont had the peak volume for the highway at 16 @,@ 532 vehicles daily . The traffic nadir was 4 @,@ 018 vehicles east of Newaygo . In addition , MDOT has not had any section of the highway listed on the National Highway System , a network of roads important to the country 's economy , defense , and mobility .","The Michigan Department of Transportation ( MDOT ) , the state 's transportation agency , is responsible for the state 's highways , bridges , and tunnels . MDOT operates the state 's highways , bridges , and tunnels , and maintains the state 's roadways . MDOT operates the state 's highways , bridges , and tunnels , and maintains the state 's roadways . 
 
 
 
 
 
 
 
 
 
 
 
 
  
  
  
  
  
   
   
                                          ",False,0.6619852185249329,False
gpt2-medium_pruned_20,1419398987,20,1940.2410984039307,"The Michigan Department of Transportation ( MDOT ) , as a part of its maintenance responsibilities , tracks the volume of traffic using its roadways . These levels are expressed in terms of a metric called average annual daily traffic ( AADT ) , which is a calculation of the traffic along a segment of road for any average day of the year . In 2009 , the department 's measurements indicated that a segment of M @-@ 82 west of Fremont had the peak volume for the highway at 16 @,@ 532 vehicles daily . The traffic nadir was 4 @,@ 018 vehicles east of Newaygo . In addition , MDOT has not had any section of the highway listed on the National Highway System , a network of roads important to the country 's economy , defense , and mobility .","The Michigan Department of Transportation ( MDOT ) , as a part of its maintenance responsibilities , tracks the number of vehicles that use the highway . The number of vehicles that use the highway is calculated by the number of miles traveled by each vehicle . The number of vehicles that use the highway is calculated by the number of miles traveled by each vehicle . 
 
 
 
 
  
  
  
  
   
   
    
                                                                 ",False,0.7965232729911804,False
gpt2-medium_pruned_20,1419398987,40,1680.9766292572021,"The Michigan Department of Transportation ( MDOT ) , as a part of its maintenance responsibilities , tracks the volume of traffic using its roadways . These levels are expressed in terms of a metric called average annual daily traffic ( AADT ) , which is a calculation of the traffic along a segment of road for any average day of the year . In 2009 , the department 's measurements indicated that a segment of M @-@ 82 west of Fremont had the peak volume for the highway at 16 @,@ 532 vehicles daily . The traffic nadir was 4 @,@ 018 vehicles east of Newaygo . In addition , MDOT has not had any section of the highway listed on the National Highway System , a network of roads important to the country 's economy , defense , and mobility .","The Michigan Department of Transportation ( MDOT ) , as a part of its maintenance responsibilities , tracks the volume of traffic using its roadways . These levels are expressed in terms of a metric called average annual traffic ( AAT ) . The AAT is calculated by dividing the total number of vehicles on the road by the total number of vehicles on the road . The AAT is calculated by dividing the total number of vehicles on the road by the total number of vehicles on the road . 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
  
  
  
   
                        ",False,0.8877920508384705,False
gpt2-medium_pruned_20,1419398987,100,894.5560455322266,"The Michigan Department of Transportation ( MDOT ) , as a part of its maintenance responsibilities , tracks the volume of traffic using its roadways . These levels are expressed in terms of a metric called average annual daily traffic ( AADT ) , which is a calculation of the traffic along a segment of road for any average day of the year . In 2009 , the department 's measurements indicated that a segment of M @-@ 82 west of Fremont had the peak volume for the highway at 16 @,@ 532 vehicles daily . The traffic nadir was 4 @,@ 018 vehicles east of Newaygo . In addition , MDOT has not had any section of the highway listed on the National Highway System , a network of roads important to the country 's economy , defense , and mobility .","The Michigan Department of Transportation ( MDOT ) , as a part of its maintenance responsibilities , tracks the volume of traffic using its roadways . These levels are expressed in terms of a metric called average annual daily traffic ( AADT ) , which is a calculation of the traffic along a segment of road for any average day of the year . In 2009 , the department 's measurements indicated that a segment of M @-@ 82 west of Fremont had the peak volume for the highway at 16 @,@ 000 vehicles per day . 
 
 
 
 
 
 
 
 
 
  
  
  
  
   
   
                     ",False,0.9590902924537659,True
gpt2-medium_pruned_20,1419398987,5,0.0,= = History = =,= = History = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,10,0.0,= = History = =,= = History = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,20,0.0,= = History = =,= = History = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,40,0.0,= = History = =,= = History = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,100,0.0,= = History = =,= = History = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,5,106.64200782775879,= = = Previous designation = = =,"= = = Previous designation = = = 

The designation",False,0.974483847618103,True
gpt2-medium_pruned_20,1419398987,10,0.0,= = = Previous designation = = =,= = = Previous designation = = =,True,1.0,True
gpt2-medium_pruned_20,1419398987,20,0.0,= = = Previous designation = = =,= = = Previous designation = = =,True,1.0,True
gpt2-medium_pruned_20,1419398987,40,0.0,= = = Previous designation = = =,= = = Previous designation = = =,True,1.0,True
gpt2-medium_pruned_20,1419398987,100,0.0,= = = Previous designation = = =,= = = Previous designation = = =,True,1.0,True
gpt2-medium_pruned_20,1419398987,5,746.5810775756836,"The first usage of M @-@ 82 was in the Upper Peninsula by July 1 , 1919 . The trunkline started at M @-@ 25 and ran north of Newberry to the vicinity of Eight Mile Corner . It was later replaced by M @-@ 48 in 1926 .","The first usage of M @-@ 6 in the United States was in the early 20th century , when the highway was used to transport freight . The highway was originally named M @-@ 6 , but was changed to M @-@ 6A in the 1930s . The highway was re @-",False,0.6195681095123291,False
gpt2-medium_pruned_20,1419398987,10,681.3716888427734,"The first usage of M @-@ 82 was in the Upper Peninsula by July 1 , 1919 . The trunkline started at M @-@ 25 and ran north of Newberry to the vicinity of Eight Mile Corner . It was later replaced by M @-@ 48 in 1926 .","The first usage of M @-@ 82 was in the early 1970s , when the highway was used to connect the Port of Seattle to the Port of Seattle . The highway was originally named M @-@ 82 , but was changed to M @-@ 82 in the 1980s . The highway was originally",False,0.6078299880027771,False
gpt2-medium_pruned_20,1419398987,20,552.2670745849609,"The first usage of M @-@ 82 was in the Upper Peninsula by July 1 , 1919 . The trunkline started at M @-@ 25 and ran north of Newberry to the vicinity of Eight Mile Corner . It was later replaced by M @-@ 48 in 1926 .","The first usage of M @-@ 82 was in the Upper Peninsula by July 1 , 1919 . The highway was originally named M @-@ 82 , but was changed to M @-@ 82 in the 1930s . The highway was renamed M @-@ 82 in the 1960s . The highway was",False,0.7823754549026489,False
gpt2-medium_pruned_20,1419398987,40,289.8826599121094,"The first usage of M @-@ 82 was in the Upper Peninsula by July 1 , 1919 . The trunkline started at M @-@ 25 and ran north of Newberry to the vicinity of Eight Mile Corner . It was later replaced by M @-@ 48 in 1926 .","The first usage of M @-@ 82 was in the Upper Peninsula by July 1 , 1919 . The trunkline started at M @-@ 25 and ran north of Newberry to the vicinity of the intersection with M @-@ 5 . The trunkline was extended to the intersection with M @-@",False,0.9551253318786621,True
gpt2-medium_pruned_20,1419398987,100,0.0,"The first usage of M @-@ 82 was in the Upper Peninsula by July 1 , 1919 . The trunkline started at M @-@ 25 and ran north of Newberry to the vicinity of Eight Mile Corner . It was later replaced by M @-@ 48 in 1926 .","The first usage of M @-@ 82 was in the Upper Peninsula by July 1 , 1919 . The trunkline started at M @-@ 25 and ran north of Newberry to the vicinity of Eight Mile Corner . It was later replaced by M @-@ 48 in 1926 .",True,1.0,True
gpt2-medium_pruned_20,1419398987,5,106.72712326049805,= = = Current designation = = =,"= = = Current designation = = = 

The designation",False,0.9791489839553833,True
gpt2-medium_pruned_20,1419398987,10,0.0,= = = Current designation = = =,= = = Current designation = = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,20,0.0,= = = Current designation = = =,= = = Current designation = = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,40,0.0,= = = Current designation = = =,= = = Current designation = = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,100,0.0,= = = Current designation = = =,= = = Current designation = = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,5,2330.946922302246,"The current M @-@ 82 dates back to 1926 . It ran from US 31 in Hart to the northern junction of US 131 and M @-@ 46 in Howard City . The highway was routed through Ferry , Hesperia and Fremont , replacing M @-@ 41 . In late 1936 , M @-@ 46 was extended along the section between Newaygo and Howard City , forming a M @-@ 46 / M @-@ 82 concurrency to fill a gap in the M @-@ 46 routing . This concurrent section became just M @-@ 46 in 1938 , shortening M @-@ 82 back to the northern M @-@ 37 junction in Newaygo . The highway was moved to a new alignment west of Ferry in late 1947 or early 1948 . Instead of heading northwesterly to Hart , it was continued west to end in Shelby .","The current M @-@ class submarines are the Type 095 class , which was introduced in the mid @-@ 1960s . The Type 095 class was designed to replace the Type 070 class , which was retired in the mid @-@ 1970s . The Type 095 class was the first submarine to be built in the United States . The Type 095 class was the first submarine to be built in the United Kingdom . 
 
 
  
  
   
                                                                               ",False,0.19930948317050934,False
gpt2-medium_pruned_20,1419398987,10,2274.4131088256836,"The current M @-@ 82 dates back to 1926 . It ran from US 31 in Hart to the northern junction of US 131 and M @-@ 46 in Howard City . The highway was routed through Ferry , Hesperia and Fremont , replacing M @-@ 41 . In late 1936 , M @-@ 46 was extended along the section between Newaygo and Howard City , forming a M @-@ 46 / M @-@ 82 concurrency to fill a gap in the M @-@ 46 routing . This concurrent section became just M @-@ 46 in 1938 , shortening M @-@ 82 back to the northern M @-@ 37 junction in Newaygo . The highway was moved to a new alignment west of Ferry in late 1947 or early 1948 . Instead of heading northwesterly to Hart , it was continued west to end in Shelby .","The current M @-@ 82 dates back to the early 1900s , when the highway was first constructed . The highway was originally named the M @-@ 82 , but was changed to the M @-@ 5 in the 1930s . The highway was originally designated as the M @-@ 5 , but was renamed the M @-@ 5E in the 1960s . The highway was originally designated as the M @-@ 5 , but was renamed the M @-@ 5E in the 1970s . The highway was originally designated as the M @-@ 5 , but was renamed the M @-@ 5E in the 1980s . The highway was originally designated as the M @-@ 5 , but was renamed the M @-@ 5E in the 1990s . 
 
 
 
 
 
 
 
 
 
 
",False,0.6214809417724609,False
gpt2-medium_pruned_20,1419398987,20,2134.5019340515137,"The current M @-@ 82 dates back to 1926 . It ran from US 31 in Hart to the northern junction of US 131 and M @-@ 46 in Howard City . The highway was routed through Ferry , Hesperia and Fremont , replacing M @-@ 41 . In late 1936 , M @-@ 46 was extended along the section between Newaygo and Howard City , forming a M @-@ 46 / M @-@ 82 concurrency to fill a gap in the M @-@ 46 routing . This concurrent section became just M @-@ 46 in 1938 , shortening M @-@ 82 back to the northern M @-@ 37 junction in Newaygo . The highway was moved to a new alignment west of Ferry in late 1947 or early 1948 . Instead of heading northwesterly to Hart , it was continued west to end in Shelby .","The current M @-@ 82 dates back to 1926 . It ran from US 31 in Hart to US 31 in the town of Hartford , and from US 31 to US 31 in the town of Hartford . The highway was originally designated as US 31 , but was renamed M @-@ 82 in the 1930s . The highway was originally designated as M @-@ 81 , but was renamed M @-@ 82 in the 1930s . The highway was originally designated as M @-@ 81 , but was renamed M @-@ 81 in the 1930s . The highway was originally designated as M @-@ 81 , but was renamed M @-@ 81 in the 1930s . The highway was originally designated as M @-@ 81 , but was renamed M @-@ 81 in the 1930s . The highway was originally designated as M @-@ 81 , but was renamed M @-",False,0.6398886442184448,False
gpt2-medium_pruned_20,1419398987,40,1874.4027614593506,"The current M @-@ 82 dates back to 1926 . It ran from US 31 in Hart to the northern junction of US 131 and M @-@ 46 in Howard City . The highway was routed through Ferry , Hesperia and Fremont , replacing M @-@ 41 . In late 1936 , M @-@ 46 was extended along the section between Newaygo and Howard City , forming a M @-@ 46 / M @-@ 82 concurrency to fill a gap in the M @-@ 46 routing . This concurrent section became just M @-@ 46 in 1938 , shortening M @-@ 82 back to the northern M @-@ 37 junction in Newaygo . The highway was moved to a new alignment west of Ferry in late 1947 or early 1948 . Instead of heading northwesterly to Hart , it was continued west to end in Shelby .","The current M @-@ 82 dates back to 1926 . It ran from US 31 in Hart to the northern junction of US 131 and M @-@ 46 in Howard City . The highway was routed through the city of Howard County , and was completed in 1928 . The highway was designated as M @-@ 82 in the 1930s , and was extended to the southern terminus of M @-@ 81 in the 1940s . The highway was designated as M @-@ 82 in the 1960s , and was extended to the northern terminus of M @-@ 81 in the 1970s . The highway was designated as M @-@ 82 in the 1980s , and was extended to the southern terminus of M @-@ 81 in the 1990s . 
 
 
 
 
 
 
 
 
 
 
 
 
 
",False,0.7913277745246887,False
gpt2-medium_pruned_20,1419398987,100,1090.7952785491943,"The current M @-@ 82 dates back to 1926 . It ran from US 31 in Hart to the northern junction of US 131 and M @-@ 46 in Howard City . The highway was routed through Ferry , Hesperia and Fremont , replacing M @-@ 41 . In late 1936 , M @-@ 46 was extended along the section between Newaygo and Howard City , forming a M @-@ 46 / M @-@ 82 concurrency to fill a gap in the M @-@ 46 routing . This concurrent section became just M @-@ 46 in 1938 , shortening M @-@ 82 back to the northern M @-@ 37 junction in Newaygo . The highway was moved to a new alignment west of Ferry in late 1947 or early 1948 . Instead of heading northwesterly to Hart , it was continued west to end in Shelby .","The current M @-@ 82 dates back to 1926 . It ran from US 31 in Hart to the northern junction of US 131 and M @-@ 46 in Howard City . The highway was routed through Ferry , Hesperia and Fremont , replacing M @-@ 41 . In late 1936 , M @-@ 46 was extended along the section between Newaygo and Howard City , forming a M @-@ 46 / M @-@ 82 concurrency to fill a gap in the M @-@ 41 freeway . The freeway was extended to the northern terminus of M @-@ 46 in late 1938 , and the freeway was extended to the northern terminus of M @-@ 46 in late 1939 . The freeway was extended to the northern terminus of M @-@ 46 in late 1940 , and the freeway was extended to the northern terminus of M @-@ 46 in late 1941",False,0.8508426547050476,False
gpt2-medium_pruned_20,1419398987,5,3318.8602924346924,"Two realignments in 1963 and 1964 rerouted the western end of the highway again . This time it was realigned to run from Hesperia to New Era , bypassing Ferry . A larger change around 1969 reconfigured the highway designations in Oceana County . M @-@ 20 replaced M @-@ 82 west of Hesperia , to end at New Era instead of Muskegon . The new M @-@ 120 designation replaced M @-@ 20 south of Hesperia . M @-@ 82 now ran from Hesperia to Newaygo only . The length of the highway was increased in 1973 when the eastern end was moved back to Howard City . M @-@ 46 was rerouted to follow the US 131 freeway south of Howard City to Cedar Springs , and replaced M @-@ 57 between Cedar Springs and Casnovia . This freed up the Newaygo to Howard City highway for a return to the M @-@ 82 designation . The last change came in 1978 when the concurrency with M @-@ 120 was eliminated in favor of M @-@ 120 . The M @-@ 82 designation was truncated at this time to the junction west of Fremont , resulting in the current highway routing .","Two realignments in the city were completed in the late 19th century , and the first two were completed in 1894 . The first was the new Central Park , which was completed in 1894 . The second was the new Central Park South , which was completed in 1895 . The Central Park South was the first of the new Central Park districts to be built . The Central Park South was the first of the new Central Park districts to be built . 
 
 
 
 
 
 
  
  
  
  
   
   
                                                                                                                                      ",False,0.20951971411705017,False
gpt2-medium_pruned_20,1419398987,10,3251.4545917510986,"Two realignments in 1963 and 1964 rerouted the western end of the highway again . This time it was realigned to run from Hesperia to New Era , bypassing Ferry . A larger change around 1969 reconfigured the highway designations in Oceana County . M @-@ 20 replaced M @-@ 82 west of Hesperia , to end at New Era instead of Muskegon . The new M @-@ 120 designation replaced M @-@ 20 south of Hesperia . M @-@ 82 now ran from Hesperia to Newaygo only . The length of the highway was increased in 1973 when the eastern end was moved back to Howard City . M @-@ 46 was rerouted to follow the US 131 freeway south of Howard City to Cedar Springs , and replaced M @-@ 57 between Cedar Springs and Casnovia . This freed up the Newaygo to Howard City highway for a return to the M @-@ 82 designation . The last change came in 1978 when the concurrency with M @-@ 120 was eliminated in favor of M @-@ 120 . The M @-@ 82 designation was truncated at this time to the junction west of Fremont , resulting in the current highway routing .","Two realignments in 1963 and 1964 rerouted the route to the north . The route was rerouted to the north of the current alignment , and the route was rerouted to the south of the current alignment . The route was rerouted to the north of the current alignment in 1965 , and the route was rerouted to the south of the current alignment in 1966 . The route was rerouted to the north of the current alignment in 1967 , and the route was rerouted to the south of the current alignment in 1968 . The route was rerouted to the north of the current alignment in 1969 , and the route was rerouted to the south of the current alignment in 1970 . The route was rerouted to the north of the current alignment in 1971 , and the route was rerouted to the south of the current alignment in 1972 . The route was rerouted to the north of the current alignment in 1973 , and the route was rerouted to the south of the current alignment in 1974 . The route was rerouted to the north of the current alignment in 1975 , and the route was rerouted to the south of the current alignment in 1976 . The route was rerouted to the north of the current alignment in",False,0.5325347781181335,False
gpt2-medium_pruned_20,1419398987,20,3111.752510070801,"Two realignments in 1963 and 1964 rerouted the western end of the highway again . This time it was realigned to run from Hesperia to New Era , bypassing Ferry . A larger change around 1969 reconfigured the highway designations in Oceana County . M @-@ 20 replaced M @-@ 82 west of Hesperia , to end at New Era instead of Muskegon . The new M @-@ 120 designation replaced M @-@ 20 south of Hesperia . M @-@ 82 now ran from Hesperia to Newaygo only . The length of the highway was increased in 1973 when the eastern end was moved back to Howard City . M @-@ 46 was rerouted to follow the US 131 freeway south of Howard City to Cedar Springs , and replaced M @-@ 57 between Cedar Springs and Casnovia . This freed up the Newaygo to Howard City highway for a return to the M @-@ 82 designation . The last change came in 1978 when the concurrency with M @-@ 120 was eliminated in favor of M @-@ 120 . The M @-@ 82 designation was truncated at this time to the junction west of Fremont , resulting in the current highway routing .","Two realignments in 1963 and 1964 rerouted the western end of the highway again . This time the alignment was to be a four @-@ lane divided highway , with the eastern end of the highway being a four @-@ lane divided highway . The alignment was to be completed by the end of 1964 . The alignment was to be completed by the end of 1965 . The alignment was to be completed by the end of 1966 . The alignment was to be completed by the end of 1967 . The alignment was to be completed by the end of 1968 . The alignment was to be completed by the end of 1969 . The alignment was to be completed by the end of 1970 . The alignment was to be completed by the end of 1971 . The alignment was to be completed by the end of 1972 . The alignment was to be completed by the end of 1973 . The alignment was to be completed by the end of 1974 . The alignment was to be completed by the end of 1975 . The alignment was to be completed by the end of 1976 . The alignment was to be completed by the end of 1977 . The alignment was to be completed by the end of 1978 . The alignment was to be completed by the end of 1979 . The alignment was to be completed by the end of 1980 . The alignment",False,0.4627295732498169,False
gpt2-medium_pruned_20,1419398987,40,2849.924325942993,"Two realignments in 1963 and 1964 rerouted the western end of the highway again . This time it was realigned to run from Hesperia to New Era , bypassing Ferry . A larger change around 1969 reconfigured the highway designations in Oceana County . M @-@ 20 replaced M @-@ 82 west of Hesperia , to end at New Era instead of Muskegon . The new M @-@ 120 designation replaced M @-@ 20 south of Hesperia . M @-@ 82 now ran from Hesperia to Newaygo only . The length of the highway was increased in 1973 when the eastern end was moved back to Howard City . M @-@ 46 was rerouted to follow the US 131 freeway south of Howard City to Cedar Springs , and replaced M @-@ 57 between Cedar Springs and Casnovia . This freed up the Newaygo to Howard City highway for a return to the M @-@ 82 designation . The last change came in 1978 when the concurrency with M @-@ 120 was eliminated in favor of M @-@ 120 . The M @-@ 82 designation was truncated at this time to the junction west of Fremont , resulting in the current highway routing .","Two realignments in 1963 and 1964 rerouted the western end of the highway again . This time it was realigned to run from Hesperia to New Era , bypassing Ferry . A larger section of the highway was also rerouted to the north , and the southern section to the south . The new alignment was completed in late 1964 , and the freeway was rerouted to the north . 
 
 
 
 
 
 
 
 
 
 
  
  
  
  
   
                                                                                                                                           ",False,0.7338191866874695,False
gpt2-medium_pruned_20,1419398987,100,2066.9400691986084,"Two realignments in 1963 and 1964 rerouted the western end of the highway again . This time it was realigned to run from Hesperia to New Era , bypassing Ferry . A larger change around 1969 reconfigured the highway designations in Oceana County . M @-@ 20 replaced M @-@ 82 west of Hesperia , to end at New Era instead of Muskegon . The new M @-@ 120 designation replaced M @-@ 20 south of Hesperia . M @-@ 82 now ran from Hesperia to Newaygo only . The length of the highway was increased in 1973 when the eastern end was moved back to Howard City . M @-@ 46 was rerouted to follow the US 131 freeway south of Howard City to Cedar Springs , and replaced M @-@ 57 between Cedar Springs and Casnovia . This freed up the Newaygo to Howard City highway for a return to the M @-@ 82 designation . The last change came in 1978 when the concurrency with M @-@ 120 was eliminated in favor of M @-@ 120 . The M @-@ 82 designation was truncated at this time to the junction west of Fremont , resulting in the current highway routing .","Two realignments in 1963 and 1964 rerouted the western end of the highway again . This time it was realigned to run from Hesperia to New Era , bypassing Ferry . A larger change around 1969 reconfigured the highway designations in Oceana County . M @-@ 20 replaced M @-@ 82 west of Hesperia , to end at New Era instead of Muskegon . The new M @-@ 120 designation replaced M @-@ 20 south of Hesperia . 
 
 
 
 
 
 
 
 
 
 
  
  
  
  
  
   
   
    
                                                                                                           ",False,0.8204847574234009,False
gpt2-medium_pruned_20,1419398987,5,80.37734031677246,= = Major intersections = =,"= = Major intersections = = 

The intersection",False,0.9626680612564087,True
gpt2-medium_pruned_20,1419398987,10,0.0,= = Major intersections = =,= = Major intersections = =,True,1.0,True
