model_name,storage_cost_lambda,prompt_len_theta,retrieval_cost_ms,original_sentence,reconstructed_sentence,is_perfect,semantic_similarity
GPT2-medium (pruned 20d),1419398987,40,458.13536643981934,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red colour is a result of the presence of the pigment melanin . The lobsters are also known to have a yellowish @-@ brown colour , which is due to",False,0.9704047441482544
GPT2-medium (pruned 20d),1419398987,100,0.0,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .",True,1.0
GPT2-medium (pruned 20d),1419398987,5,803.8148880004883,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. peregrina is the subfamily H. peregrinae , which includes the subfamily H. peregrinae @-@ subfamily H. peregrinae , and the subfamily H. peregrinae @-@ subfamily H.",False,0.5065323114395142
GPT2-medium (pruned 20d),1419398987,10,735.7616424560547,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the subfamily H. gammarus , which includes H. gammarus , H. gammarus subfamily H. gammarus , and H. gammarus subfamily H. gammarus . The subfamily H. gammarus is a sub",False,0.7198448181152344
GPT2-medium (pruned 20d),1419398987,20,604.7499179840088,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The species is found in the eastern United States , and is found in the eastern Atlantic Ocean . It is a common species in the eastern Atlantic , and is found in the eastern Atlantic Ocean . It is found in the eastern Atlantic Ocean",False,0.8969321250915527
GPT2-medium (pruned 20d),1419398987,40,342.33546257019043,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild . The American lobster is a small , slender , brownish @-@ brown , or black lobster with a white or",False,0.9804420471191406
GPT2-medium (pruned 20d),1419398987,100,0.0,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :",True,1.0
GPT2-medium (pruned 20d),1419398987,5,391.15262031555176,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of the church is a large , rectangular , rectangular , rectangular , rectangular , rectangular , rectangular , rectangular , rectangular , rectangular , rectangular , rectangular , rectangular",False,0.19447031617164612
GPT2-medium (pruned 20d),1419398987,10,332.1254253387451,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears the name of the genus , and is a member of the genus H. americanus . It is a member of the",False,0.6760027408599854
GPT2-medium (pruned 20d),1419398987,20,195.1158046722412,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears one or more spines on the underside , which are attached to the base of the skull . The spines are arranged",False,0.8314449191093445
GPT2-medium (pruned 20d),1419398987,40,0.0,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .",True,1.0
GPT2-medium (pruned 20d),1419398987,100,0.0,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .",True,1.0
GPT2-medium (pruned 20d),1419398987,5,531.994104385376,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the fruit bodies are smooth and have a smooth , white to yellowish @-@ brown surface . The flesh is white , and the flesh is thick and fibrous . The flesh is very",False,0.39861586689949036
GPT2-medium (pruned 20d),1419398987,10,449.17941093444824,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the claws of H. americanus are similar to those of H. cruzi . The spines are smooth , and the claws are smooth . The spines are not fused , and the",False,0.7586976289749146
GPT2-medium (pruned 20d),1419398987,20,303.5280704498291,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the claws of H. americanus are red or red @-@ tipped , and are usually white . The spines are thick , and the claws are long and slender . The claws are",False,0.9049871563911438
GPT2-medium (pruned 20d),1419398987,40,0.0,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .",True,1.0000001192092896
GPT2-medium (pruned 20d),1419398987,100,0.0,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .",True,1.0000001192092896
GPT2-medium (pruned 20d),1419398987,5,422.3320484161377,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw @-@ like tail is covered with a layer of fine hairs , which are used to attract insects . The tail is covered with a layer of fine hairs",False,0.3727065324783325
GPT2-medium (pruned 20d),1419398987,10,354.05564308166504,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw of H. americanus is smooth and smooth , with a smooth , white , or yellowish @-@ brown upper surface and a smooth , yellowish",False,0.7600933313369751
GPT2-medium (pruned 20d),1419398987,20,217.15450286865234,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw of H. americanus is orange or red , while that of H. c. c. is yellowish . The upper surface of the claw is smooth",False,0.8536145091056824
GPT2-medium (pruned 20d),1419398987,40,0.0,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .",True,1.0
GPT2-medium (pruned 20d),1419398987,100,0.0,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .",True,1.0
GPT2-medium (pruned 20d),1419398987,5,1626.1250972747803,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammaris is a species of the genus H. gammaris , found in the eastern United States . It is a species of the genus H. gammaris , and is found in the eastern United States . It is a member of the genus H. gammaris . 
 
  
                                                            ",False,0.5311428308486938
GPT2-medium (pruned 20d),1419398987,10,1626.7330646514893,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarus reach sexual maturity when they are about 2 – 3 years old . Females are generally larger than males , and have a larger head , a longer neck , and a longer tail . Females have a larger head , a longer neck , and a longer tail than males . Females have a larger head , a longer neck , and a longer tail than males . Females have a larger head , a longer neck , and a longer tail than males . 
 
  
  
  
  
   
               ",False,0.8483257293701172
GPT2-medium (pruned 20d),1419398987,20,1491.7316436767578,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarus reach sexual maturity when they have grown to a carapace length of at least 3 cm ( 0 @.@ 8 in ) . Females are generally larger than males , with a maximum length of 3 @.@ 5 – 4 @.@ 5 cm ( 0 @.@ 8 – 1 @.@ 0 in ) . Females are generally larger than males , with a maximum length of 3 @.@ 5 – 4 @.@ 5 cm ( 0 @.@ 8 – 1 @.@ 0 in ) . Females are generally larger than males , with a maximum length of 3 @.@",False,0.875698447227478
GPT2-medium (pruned 20d),1419398987,40,1162.0028018951416,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) . Females are generally larger than males , with a maximum length of about 80 millimetres ( 3 @.@ 1 in ) . Females are generally larger than males , with a maximum length of about 80 millimetres ( 3 @.@ 1 in ) . Females are generally larger than males , with a maximum length of about 80 millimetres ( 3 @.@ 1 in ) . Females are generally larger than males , with",False,0.8563333749771118
GPT2-medium (pruned 20d),1419398987,100,385.27655601501465,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleurocyst . The eggs hatch in about two weeks , and the young are born in about two weeks . The young are covered with",False,0.9652712345123291
GPT2-medium (pruned 20d),1419398987,5,2162.5912189483643,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night and are laid in a single layer of soil . The first brood is laid in the morning , and the second in the afternoon . The first brood is the most important , and the second is the least important . The first brood is the most important because it is the only brood that can survive the winter . The second brood is the least important because it is the only brood that can survive the winter . The first brood is the most important because it is the only brood that can survive the winter . The second brood is the least important because it is the only brood that can survive the winter . The first brood is the most important because it is the only brood that can survive the winter . The second brood is the least important because it is the only brood that can survive the",False,0.3722439408302307
GPT2-medium (pruned 20d),1419398987,10,2029.4411182403564,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the surface of the water to feed . The larvae feed on the algae and other plankton , and the larvae feed on the algae and other plankton . The larvae feed on the algae and other plankton until they are exhausted . The larvae then leave the algae and other plankton to feed on the plankton . The larvae then return to the surface to feed on the algae and other plankton . The larvae then return to the surface to feed on the algae and other plankton . The larvae then return to the surface to feed on the algae and other plankton . The larvae then return to the surface to feed on the algae and other plankton . The larvae then return to the surface to feed on the algae and other plankton .",False,0.49080774188041687
GPT2-medium (pruned 20d),1419398987,20,1891.4680480957031,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents . The larvae feed on the algae and other plankton , and the larvae feed on the algae and other plankton . The larvae feed on the algae and other plankton until they reach the surface . The larvae feed on the algae and other plankton until they reach the surface . The larvae feed on the algae and other plankton until they reach the surface . The larvae feed on the algae and other plankton until they reach the surface . The larvae feed on the algae and other plankton until they reach the surface . The larvae feed on the algae and other plankton until they reach the surface . The larvae feed on the algae and other plankton until they reach the surface . The larvae",False,0.4930342435836792
GPT2-medium (pruned 20d),1419398987,40,1623.5730648040771,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for about two weeks . The larvae are fed by the mother for about two weeks , and the young are fed by the mother for about two weeks . The larvae are fed by the mother for about two weeks , and the young are fed by the mother for about two weeks . The larvae are fed by the mother for about two weeks , and the young are fed by the mother for about two weeks . The larvae are fed by the mother for about two weeks , and the young are fed by the mother for about two weeks . The larvae are fed by the mother for about two weeks , and the",False,0.8218969106674194
GPT2-medium (pruned 20d),1419398987,100,796.7066764831543,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is thought that the larvae are capable of surviving in the deep waters of the Atlantic Ocean , and that they may be able to survive in the deep waters of the Pacific Ocean . 
 
 
 
 
  
  
  
  
  ",False,0.9452017545700073
GPT2-medium (pruned 20d),1419398987,5,1286.9186401367188,"Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .","Homarus gammarus ( also known as the "" black @-@ tailed jackrabbit "" ) is a species of rabbit found in the eastern United States . It is a medium @-@ sized , medium @-@ to large @-@ sized rabbit , with a body length of about 1 @.@ 5 m ( 4 @.@ 5 ft ) , a weight of about 1 @.@ 5 kg ( 2 @.@ 5 lb ) , and a weight of about 1",False,0.39414870738983154
GPT2-medium (pruned 20d),1419398987,10,1250.758409500122,"Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .","Homarus gammarus is found across the north @-@ eastern United States , from the Rocky Mountains to the Gulf of Mexico . It is found in the eastern United States , from the Great Plains to the Rocky Mountains , and in the western United States , from the Rocky Mountains to the Gulf of Mexico . It is found in the western United States , from the Rocky Mountains to the Gulf of Mexico , and in the eastern United States , from the Gulf of Mexico to the Rocky Mountains . 
 ",False,0.7551954984664917
GPT2-medium (pruned 20d),1419398987,20,1119.4486618041992,"Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .","Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the southern tip of Africa . It is found in the waters of the Gulf of St. Lawrence , the Gulf of St. Lawrence and the Gulf of St. Lawrence . It is found in the waters of the Gulf of St. Lawrence , the Gulf of St. Lawrence and the Gulf of St. Lawrence . 
 
 
 
 
 
 
 
 
 ",False,0.8878627419471741
GPT2-medium (pruned 20d),1419398987,40,839.3161296844482,"Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .","Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the eastern Pacific Ocean , including the Hawaiian Islands , the Solomon Islands , and the Solomon Islands . It is also found in the Caribbean Sea , the Gulf of Mexico , and the Gulf of Mexico . 
 
 
 
 
 
 
 
 
 
 
 ",False,0.900275707244873
GPT2-medium (pruned 20d),1419398987,100,0.0,"Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .","Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .",True,1.0
GPT2-medium (pruned 20d),1419398987,5,1556.0657978057861,"The species can be divided into four genetically distinct populations , one widespread population , and three which have diverged due to small effective population sizes , possibly due to adaptation to the local environment . The first of these is the population of lobsters from northern Norway , which have been referred to as the "" midnight @-@ sun lobster "" . The populations in the Mediterranean Sea are distinct from those in the Atlantic Ocean . The last distinct population is found in the Netherlands : samples from the Oosterschelde were distinct from those collected in the North Sea or English Channel .","The species can be divided into two subspecies , the common and the common ancestor . The common ancestor is a subspecies of the common ancestor , and is found in the eastern United States , Canada , and Mexico . The common ancestor is a subspecies of the common ancestor , and is found in the eastern United States , Canada , and Mexico . 

The common ancestor is a subspecies of the common ancestor , and is found in the eastern United States , Canada , and Mexico . 
 

 
 

 
 

 

 
",False,0.2983613610267639
GPT2-medium (pruned 20d),1419398987,10,1489.898443222046,"The species can be divided into four genetically distinct populations , one widespread population , and three which have diverged due to small effective population sizes , possibly due to adaptation to the local environment . The first of these is the population of lobsters from northern Norway , which have been referred to as the "" midnight @-@ sun lobster "" . The populations in the Mediterranean Sea are distinct from those in the Atlantic Ocean . The last distinct population is found in the Netherlands : samples from the Oosterschelde were distinct from those collected in the North Sea or English Channel .","The species can be divided into four genetically distinct populations : 

 

  
                                                                                                  ",False,0.4686538875102997
GPT2-medium (pruned 20d),1419398987,20,1378.3071041107178,"The species can be divided into four genetically distinct populations , one widespread population , and three which have diverged due to small effective population sizes , possibly due to adaptation to the local environment . The first of these is the population of lobsters from northern Norway , which have been referred to as the "" midnight @-@ sun lobster "" . The populations in the Mediterranean Sea are distinct from those in the Atlantic Ocean . The last distinct population is found in the Netherlands : samples from the Oosterschelde were distinct from those collected in the North Sea or English Channel .","The species can be divided into four genetically distinct populations , one widespread population , and three which have diverged from the common ancestor . The common ancestor was a subspecies of the common ancestor , and the two subspecies are now separated by a barrier . The common ancestor was a subspecies of the common ancestor , and the two subspecies are now separated by a barrier . 
 
 
 
 
  
 
  
  
  
  
  
  
  
  
  
  ",False,0.4600863456726074
GPT2-medium (pruned 20d),1419398987,40,1091.1824703216553,"The species can be divided into four genetically distinct populations , one widespread population , and three which have diverged due to small effective population sizes , possibly due to adaptation to the local environment . The first of these is the population of lobsters from northern Norway , which have been referred to as the "" midnight @-@ sun lobster "" . The populations in the Mediterranean Sea are distinct from those in the Atlantic Ocean . The last distinct population is found in the Netherlands : samples from the Oosterschelde were distinct from those collected in the North Sea or English Channel .","The species can be divided into four genetically distinct populations , one widespread population , and three which have diverged due to small effective population sizes , possibly due to adaptation to the local environment . The first of the three populations , the common starling , is found in the southern part of the United Kingdom , and is the most common bird in the country . The common starling is a medium @-@ sized , medium @-@ to large @-@ sized bird , with a wingspan of about 1 @.@ 5 m ( 4 ft ) , and a weight of about 1 @",False,0.3849864900112152
GPT2-medium (pruned 20d),1419398987,100,248.58927726745605,"The species can be divided into four genetically distinct populations , one widespread population , and three which have diverged due to small effective population sizes , possibly due to adaptation to the local environment . The first of these is the population of lobsters from northern Norway , which have been referred to as the "" midnight @-@ sun lobster "" . The populations in the Mediterranean Sea are distinct from those in the Atlantic Ocean . The last distinct population is found in the Netherlands : samples from the Oosterschelde were distinct from those collected in the North Sea or English Channel .","The species can be divided into four genetically distinct populations , one widespread population , and three which have diverged due to small effective population sizes , possibly due to adaptation to the local environment . The first of these is the population of lobsters from northern Norway , which have been referred to as the "" midnight @-@ sun lobster "" . The populations in the Mediterranean Sea are distinct from those in the Atlantic Ocean . The last distinct population is found in the Netherlands : samples from the Oosterschelde area of the Netherlands have been used to identify the species . 
 
 
",False,0.9900563955307007
GPT2-medium (pruned 20d),1419398987,5,780.6787490844727,"Attempts have been made to introduce H. gammarus to New Zealand , alongside other European species such as the edible crab , Cancer pagurus . Between 1904 and 1914 , one million lobster larvae were released from hatcheries in Dunedin , but the species did not become established there .","Attempts have been made to remove the statue from the site , but the statue has remained in place . 
 
   
                                  ",False,0.07744160294532776
GPT2-medium (pruned 20d),1419398987,10,726.4347076416016,"Attempts have been made to introduce H. gammarus to New Zealand , alongside other European species such as the edible crab , Cancer pagurus . Between 1904 and 1914 , one million lobster larvae were released from hatcheries in Dunedin , but the species did not become established there .","Attempts have been made to introduce H. gammarus into the genus H. cruzi . The first attempt was made by the late Dr. John W. H. H. H. in the 1930s , who proposed that the species was a subspecies of H. cruzi . The H. cru",False,0.4522126019001007
GPT2-medium (pruned 20d),1419398987,20,586.2329006195068,"Attempts have been made to introduce H. gammarus to New Zealand , alongside other European species such as the edible crab , Cancer pagurus . Between 1904 and 1914 , one million lobster larvae were released from hatcheries in Dunedin , but the species did not become established there .","Attempts have been made to introduce H. gammarus to New Zealand , alongside other European species such as the common starling , but the species is not native to New Zealand . 
 
                      ",False,0.7691172361373901
GPT2-medium (pruned 20d),1419398987,40,295.8240509033203,"Attempts have been made to introduce H. gammarus to New Zealand , alongside other European species such as the edible crab , Cancer pagurus . Between 1904 and 1914 , one million lobster larvae were released from hatcheries in Dunedin , but the species did not become established there .","Attempts have been made to introduce H. gammarus to New Zealand , alongside other European species such as the edible crab , Cancer pagurus . Between 1904 and 1914 , one million lobster larvae were released into the Pacific Ocean , and the first recorded lobster was caught in the Pacific Ocean in 1879 . 
",False,0.9197121858596802
GPT2-medium (pruned 20d),1419398987,100,0.0,"Attempts have been made to introduce H. gammarus to New Zealand , alongside other European species such as the edible crab , Cancer pagurus . Between 1904 and 1914 , one million lobster larvae were released from hatcheries in Dunedin , but the species did not become established there .","Attempts have been made to introduce H. gammarus to New Zealand , alongside other European species such as the edible crab , Cancer pagurus . Between 1904 and 1914 , one million lobster larvae were released from hatcheries in Dunedin , but the species did not become established there .",True,1.0
GPT2-medium (pruned 20d),1419398987,5,897.799015045166,"Adult H. gammarus live on the continental shelf at depths of 0 – 150 metres ( 0 – 492 ft ) , although not normally deeper than 50 m ( 160 ft ) . They prefer hard substrates , such as rocks or hard mud , and live in holes or crevices , emerging at night to feed .","Adult H. gammaris is a species of the genus H. gammaris , and is found in the genus H. gammaris . It is a member of the genus H. gammaris , and is found in the subgenus H. gammaris . It is a member of the genus H. gammaris , and",False,0.5590711832046509
GPT2-medium (pruned 20d),1419398987,10,859.7991466522217,"Adult H. gammarus live on the continental shelf at depths of 0 – 150 metres ( 0 – 492 ft ) , although not normally deeper than 50 m ( 160 ft ) . They prefer hard substrates , such as rocks or hard mud , and live in holes or crevices , emerging at night to feed .","Adult H. gammarus live on the continental shelf of the North Atlantic Ocean , and are found in the waters of the North Atlantic , the Gulf of Mexico , and the Caribbean Sea . They are found in the open waters of the Atlantic Ocean , and in the open waters of the Gulf of Mexico . They are found in the open waters of the Gulf",False,0.8218974471092224
GPT2-medium (pruned 20d),1419398987,20,710.9534740447998,"Adult H. gammarus live on the continental shelf at depths of 0 – 150 metres ( 0 – 492 ft ) , although not normally deeper than 50 m ( 160 ft ) . They prefer hard substrates , such as rocks or hard mud , and live in holes or crevices , emerging at night to feed .","Adult H. gammarus live on the continental shelf at depths of 0 – 150 metres ( 0 @.@ 6 – 1 @.@ 6 mi ) . They are found in the open ocean , in the open ocean , and in the open ocean waters of the Gulf of Mexico . They are found in the open ocean , in the open ocean ,",False,0.8960748910903931
GPT2-medium (pruned 20d),1419398987,40,416.5668487548828,"Adult H. gammarus live on the continental shelf at depths of 0 – 150 metres ( 0 – 492 ft ) , although not normally deeper than 50 m ( 160 ft ) . They prefer hard substrates , such as rocks or hard mud , and live in holes or crevices , emerging at night to feed .","Adult H. gammarus live on the continental shelf at depths of 0 – 150 metres ( 0 – 492 ft ) , although not normally deeper than 50 m ( 160 ft ) . They prefer to live in open areas , such as open grasslands , or in open woodland , such as woodland and woodland meadows . They are found in open areas",False,0.9558968544006348
GPT2-medium (pruned 20d),1419398987,100,0.0,"Adult H. gammarus live on the continental shelf at depths of 0 – 150 metres ( 0 – 492 ft ) , although not normally deeper than 50 m ( 160 ft ) . They prefer hard substrates , such as rocks or hard mud , and live in holes or crevices , emerging at night to feed .","Adult H. gammarus live on the continental shelf at depths of 0 – 150 metres ( 0 – 492 ft ) , although not normally deeper than 50 m ( 160 ft ) . They prefer hard substrates , such as rocks or hard mud , and live in holes or crevices , emerging at night to feed .",True,0.9999999403953552
